,Accuracy,AccuracySD,C,model_name,nfolds,pca,subject_data_file,threshold
111,0.625840595082,0.10803642674,1.0,"('googlenet', 'inception_3b_output')",50,True,HumanPredictions_20151118.txt,0.8
112,0.525611413425,0.114308006882,1.0,"('googlenet', 'pool3_3x3_s2')",50,True,HumanPredictions_20151118.txt,0.8
113,0.46384219422,0.0818639617108,1.0,"('googlenet', 'inception_4a_output')",50,True,HumanPredictions_20151118.txt,0.8
114,0.596194821627,0.0910893999268,1.0,"('googlenet', 'inception_4b_output')",50,True,HumanPredictions_20151118.txt,0.8
115,0.537240083514,0.0935979763845,1.0,"('googlenet', 'inception_4c_output')",50,True,HumanPredictions_20151118.txt,0.8
116,0.545360855249,0.0981978233399,1.0,"('googlenet', 'inception_4d_output')",50,True,HumanPredictions_20151118.txt,0.8
117,0.479376480726,0.132116087863,1.0,"('googlenet', 'inception_4e_output')",50,True,HumanPredictions_20151118.txt,0.8
118,0.583936463387,0.128048779323,1.0,"('googlenet', 'pool4_3x3_s2')",50,True,HumanPredictions_20151118.txt,0.8
119,0.511078915808,0.120880310251,1.0,"('googlenet', 'inception_5a_output')",50,True,HumanPredictions_20151118.txt,0.8
120,0.579343342157,0.0902816111036,1.0,"('googlenet', 'inception_5b_output')",50,True,HumanPredictions_20151118.txt,0.8
121,0.578571044695,0.107165336039,1.0,"('googlenet', 'pool5_7x7_s1')",50,True,HumanPredictions_20151118.txt,0.8
122,0.652082036612,0.119994373547,1.0,"('googlenet', 'loss3_classifier')",50,True,HumanPredictions_20151118.txt,0.8
123,0.510123907667,0.131159518279,1.0,"('googlenet', 'prob')",50,True,HumanPredictions_20151118.txt,0.8
124,0.502619047619,0.0634553961581,0.001,"('pb', '')",50,True,HumanPredictions_20151118.txt,0.5
125,0.478095238095,0.0635477930023,0.001,"('alexnet', 'conv1')",50,True,HumanPredictions_20151118.txt,0.5
126,0.475476190476,0.0603941137827,0.001,"('alexnet', 'pool1')",50,True,HumanPredictions_20151118.txt,0.5
127,0.501666666667,0.0686775798738,0.001,"('alexnet', 'norm1')",50,True,HumanPredictions_20151118.txt,0.5
128,0.499761904762,0.0672799175207,0.001,"('alexnet', 'conv2')",50,True,HumanPredictions_20151118.txt,0.5
129,0.485952380952,0.0593182163728,0.001,"('alexnet', 'pool2')",50,True,HumanPredictions_20151118.txt,0.5
130,0.487619047619,0.057536343636,0.001,"('alexnet', 'norm2')",50,True,HumanPredictions_20151118.txt,0.5
131,0.487142857143,0.0419101728108,0.001,"('alexnet', 'conv3')",50,True,HumanPredictions_20151118.txt,0.5
132,0.46880952381,0.0584614724769,0.001,"('alexnet', 'conv4')",50,True,HumanPredictions_20151118.txt,0.5
133,0.472142857143,0.0653618048472,0.001,"('alexnet', 'conv5')",50,True,HumanPredictions_20151118.txt,0.5
134,0.459523809524,0.0624517954695,0.001,"('alexnet', 'pool5')",50,True,HumanPredictions_20151118.txt,0.5
135,0.470952380952,0.0698297248755,0.001,"('alexnet', 'fc6')",50,True,HumanPredictions_20151118.txt,0.5
