      Target    Comparison                          Layer     Distance
283       o1   o8_t1_cs_d2  GoogLeNet_inception_4b/output   143.674774
284       o1   o8_t1_cs_d2          GoogLeNet_pool1/norm1   588.131348
285       o1   o8_t1_cs_d2  GoogLeNet_inception_4d/output    39.934994
286       o1   o8_t1_cs_d2  GoogLeNet_inception_4e/output    11.039540
287       o1   o8_t1_cs_d2                 GoogLeNet_prob     0.000097
288       o1   o9_t1_cs_d2  GoogLeNet_inception_5b/output     2.157760
289       o1   o9_t1_cs_d2          GoogLeNet_conv2/norm2   280.551788
290       o1   o9_t1_cs_d2  GoogLeNet_inception_3a/output  1555.831421
291       o1   o9_t1_cs_d2         GoogLeNet_pool4/3x3_s2    26.885885
292       o1   o9_t1_cs_d2  GoogLeNet_inception_5a/output    11.944098
293       o1   o9_t1_cs_d2     GoogLeNet_loss3/classifier     0.921593
294       o1   o9_t1_cs_d2         GoogLeNet_pool3/3x3_s2   660.190186
295       o1   o9_t1_cs_d2  GoogLeNet_inception_4c/output   124.498268
296       o1   o9_t1_cs_d2  GoogLeNet_inception_3b/output   200.923325
297       o1   o9_t1_cs_d2         GoogLeNet_pool5/7x7_s1     0.492149
298       o1   o9_t1_cs_d2  GoogLeNet_inception_4a/output   205.650330
299       o1   o9_t1_cs_d2  GoogLeNet_inception_4b/output   151.813446
300       o1   o9_t1_cs_d2          GoogLeNet_pool1/norm1   660.225586
301       o1   o9_t1_cs_d2  GoogLeNet_inception_4d/output    48.580902
302       o1   o9_t1_cs_d2  GoogLeNet_inception_4e/output    11.936026
303       o1   o9_t1_cs_d2                 GoogLeNet_prob     0.000070
304       o1  o10_t1_cs_d2  GoogLeNet_inception_5b/output     2.023093
305       o1  o10_t1_cs_d2          GoogLeNet_conv2/norm2   324.428772
306       o1  o10_t1_cs_d2  GoogLeNet_inception_3a/output  1805.981323
307       o1  o10_t1_cs_d2         GoogLeNet_pool4/3x3_s2    34.177708
308       o1  o10_t1_cs_d2  GoogLeNet_inception_5a/output    14.314400
309       o1  o10_t1_cs_d2     GoogLeNet_loss3/classifier     0.470060
310       o1  o10_t1_cs_d2         GoogLeNet_pool3/3x3_s2   786.845581
311       o1  o10_t1_cs_d2  GoogLeNet_inception_4c/output   166.732529
312       o1  o10_t1_cs_d2  GoogLeNet_inception_3b/output   227.042496
313       o1  o10_t1_cs_d2         GoogLeNet_pool5/7x7_s1     0.271743
314       o1  o10_t1_cs_d2  GoogLeNet_inception_4a/output   242.980194
315       o1  o10_t1_cs_d2  GoogLeNet_inception_4b/output   201.002975
