    Target   Comparison1   Comparison2  AlexNet_conv1  AlexNet_conv2  AlexNet_conv3  AlexNet_conv4  AlexNet_conv5  AlexNet_fc6  AlexNet_fc7  AlexNet_fc8  AlexNet_norm1  AlexNet_norm2  AlexNet_pool1  AlexNet_pool2  AlexNet_pool5  AlexNet_prob
237     o8   o8_t2_ap_d1   o8_t2_ap_d2              0              0              0              0              0            0            1            1              0              0              0              0              0             0
238     o8   o8_t2_ap_d1   o8_t2_mf_d1              0              0              0              0              0            1            1            1              0              0              0              0              0             1
239     o8   o8_t2_ap_d1   o8_t2_mf_d2              1              1              1              1              0            1            1            1              1              1              1              1              1             1
240     o8   o8_t2_ap_d1   o8_t2_rp_d1              0              0              0              0              0            1            1            1              0              0              0              0              0             1
241     o8   o8_t2_ap_d1   o8_t2_rp_d2              0              0              0              0              0            0            1            1              0              0              0              0              0             0
242     o8   o8_t2_ap_d2   o8_t2_mf_d1              0              0              0              0              0            1            1            1              0              0              0              0              1             1
243     o8   o8_t2_ap_d2   o8_t2_mf_d2              1              1              1              1              1            1            1            1              1              1              1              1              1             1
244     o8   o8_t2_ap_d2   o8_t2_rp_d1              1              0              0              0              0            1            1            1              0              0              0              0              1             1
245     o8   o8_t2_ap_d2   o8_t2_rp_d2              0              0              0              0              0            1            1            1              0              0              0              0              0             1
246     o8   o8_t2_mf_d1   o8_t2_mf_d2              1              1              1              1              1            1            0            0              1              1              1              1              1             0
247     o8   o8_t2_mf_d1   o8_t2_rp_d1              1              1              1              1              1            1            1            1              1              1              1              1              1             0
248     o8   o8_t2_mf_d1   o8_t2_rp_d2              0              0              0              0              0            0            0            1              0              0              0              0              0             0
249     o8   o8_t2_mf_d2   o8_t2_rp_d1              0              0              0              0              0            0            1            1              0              0              0              0              0             1
250     o8   o8_t2_mf_d2   o8_t2_rp_d2              0              0              0              0              0            0            1            1              0              0              0              0              0             0
251     o8   o8_t2_rp_d1   o8_t2_rp_d2              0              0              0              0              0            0            0            1              0              0              0              0              0             0
252     o9   o9_t1_cs_d1   o9_t1_cs_d2              1              1              1              1              1            1            1            1              1              1              1              1              1             0
253     o9   o9_t1_cs_d1   o9_t2_ap_d1              1              1              0              0              0            0            0            1              1              0              1              0              0             1
254     o9   o9_t1_cs_d1   o9_t2_ap_d2              1              0              1              1              0            0            0            0              1              1              1              0              0             1
255     o9   o9_t1_cs_d1   o9_t2_mf_d1              1              1              1              0              0            0            0            0              1              1              1              1              0             1
256     o9   o9_t1_cs_d1   o9_t2_mf_d2              1              0              0              0              0            0            0            0              0              0              0              0              0             0
257     o9   o9_t1_cs_d1   o9_t2_rp_d1              0              0              0              0              1            1            1            1              1              1              0              1              1             0
258     o9   o9_t1_cs_d1   o9_t2_rp_d2              0              0              1              1              1            1            1            1              0              1              1              1              1             0
259     o9   o9_t1_cs_d2   o9_t2_ap_d1              1              1              0              0              0            0            0            0              1              0              1              0              0             1
260     o9   o9_t1_cs_d2   o9_t2_ap_d2              0              0              0              0              0            0            0            0              0              0              1              0              0             1
261     o9   o9_t1_cs_d2   o9_t2_mf_d1              1              1              0              0              0            0            0            0              1              0              1              0              0             1
262     o9   o9_t1_cs_d2   o9_t2_mf_d2              0              0              0              0              0            0            0            0              0              0              0              0              0             0
263     o9   o9_t1_cs_d2   o9_t2_rp_d1              0              0              0              0              0            1            0            0              0              0              0              0              0             0
264     o9   o9_t1_cs_d2   o9_t2_rp_d2              0              0              0              0              0            1            1            0              0              0              0              0              0             0
265     o9   o9_t2_ap_d1   o9_t2_ap_d2              0              0              1              1              1            1            0            0              0              1              0              0              1             0
266     o9   o9_t2_ap_d1   o9_t2_mf_d1              0              1              1              1              0            0            0            0              1              1              0              1              0             0
267     o9   o9_t2_ap_d1   o9_t2_mf_d2              0              0              0              0              0            0            0            0              0              0              0              0              0             0
268     o9   o9_t2_ap_d1   o9_t2_rp_d1              0              0              1              1              1            1            1            1              0              1              0              1              1             0
269     o9   o9_t2_ap_d1   o9_t2_rp_d2              0              0              1              1              1            1            1            1              0              1              0              1              1             0
270     o9   o9_t2_ap_d2   o9_t2_mf_d1              1              1              0              0              0            0            0            0              1              1              1              1              0             0
271     o9   o9_t2_ap_d2   o9_t2_mf_d2              0              0              0              0              0            0            0            1              0              0              0              0              0             0
272     o9   o9_t2_ap_d2   o9_t2_rp_d1              0              1              0              0              1            1            1            1              0              0              0              1              1             0
273     o9   o9_t2_ap_d2   o9_t2_rp_d2              0              1              0              0              1            1            1            1              0              1              0              1              1             0
274     o9   o9_t2_mf_d1   o9_t2_mf_d2              0              0              0              0              0            0            0            1              0              0              0              0              0             0
275     o9   o9_t2_mf_d1   o9_t2_rp_d1              0              0              0              0              1            1            1            1              0              0              0              0              1             0
276     o9   o9_t2_mf_d1   o9_t2_rp_d2              0              0              0              1              1            1            1            1              0              1              0              1              1             0
277     o9   o9_t2_mf_d2   o9_t2_rp_d1              0              1              1              1              1            1            1            1              1              1              1              1              1             1
278     o9   o9_t2_mf_d2   o9_t2_rp_d2              0              1              1              1              1            1            1            1              1              1              1              1              1             1
279     o9   o9_t2_rp_d1   o9_t2_rp_d2              0              0              1              1              1            0            1            1              0              1              1              1              0             1
