     Target    Comparison          Layer      Distance  DistanceInverted
744      o7   o7_t2_mf_d2    AlexNet_fc8      0.703842          1.097669
745      o7   o7_t2_mf_d2  AlexNet_conv4    105.318542         45.982910
746      o7   o7_t2_mf_d2   AlexNet_prob      0.000092          0.000184
747      o7   o7_t2_mf_d2  AlexNet_conv3    340.935089        146.724762
748      o7   o7_t2_mf_d2  AlexNet_conv2    401.034027        206.936340
749      o7   o7_t2_mf_d2  AlexNet_conv1   6379.488770       3622.456299
750      o7   o7_t2_mf_d2  AlexNet_conv5     19.222092          8.791321
751      o7   o7_t2_mf_d2  AlexNet_norm2    571.698425        261.245819
752      o7   o7_t2_mf_d2  AlexNet_pool2   1148.225830        499.658417
753      o7   o7_t2_mf_d2  AlexNet_pool1  21832.224609       8570.365234
754      o7   o7_t2_mf_d2  AlexNet_norm1    593.052612        316.730438
755      o7   o7_t2_mf_d2  AlexNet_pool5     54.437141         29.624233
756      o7   o7_t2_rp_d1    AlexNet_fc6      7.076870          6.664864
757      o7   o7_t2_rp_d1    AlexNet_fc7      0.588121          0.656672
758      o7   o7_t2_rp_d1    AlexNet_fc8      1.129665          1.356408
759      o7   o7_t2_rp_d1  AlexNet_conv4     75.013924         73.664062
760      o7   o7_t2_rp_d1   AlexNet_prob      0.000103          0.000174
761      o7   o7_t2_rp_d1  AlexNet_conv3    243.336792        244.417496
762      o7   o7_t2_rp_d1  AlexNet_conv2    298.491394        295.309662
763      o7   o7_t2_rp_d1  AlexNet_conv1   4818.958008       4507.144531
764      o7   o7_t2_rp_d1  AlexNet_conv5     15.404654         13.969835
765      o7   o7_t2_rp_d1  AlexNet_norm2    405.159485        417.481781
766      o7   o7_t2_rp_d1  AlexNet_pool2    835.992493        852.244995
767      o7   o7_t2_rp_d1  AlexNet_pool1  14584.510742      13823.057617
768      o7   o7_t2_rp_d1  AlexNet_norm1    392.234741        407.061829
769      o7   o7_t2_rp_d1  AlexNet_pool5     52.283688         47.951351
770      o7   o7_t2_rp_d2    AlexNet_fc6      4.714016          5.869291
771      o7   o7_t2_rp_d2    AlexNet_fc7      0.287751          0.562666
772      o7   o7_t2_rp_d2    AlexNet_fc8      0.484651          1.917604
773      o7   o7_t2_rp_d2  AlexNet_conv4     93.324120         84.326027
774      o7   o7_t2_rp_d2   AlexNet_prob      0.000020          0.000215
775      o7   o7_t2_rp_d2  AlexNet_conv3    294.328308        280.154358
776      o7   o7_t2_rp_d2  AlexNet_conv2    367.661102        356.343506
777      o7   o7_t2_rp_d2  AlexNet_conv1   6231.063965       5945.828613
778      o7   o7_t2_rp_d2  AlexNet_conv5     16.903597         14.958995
779      o7   o7_t2_rp_d2  AlexNet_norm2    488.379242        458.931824
780      o7   o7_t2_rp_d2  AlexNet_pool2    964.618591        899.536682
781      o7   o7_t2_rp_d2  AlexNet_pool1  20722.826172      18655.957031
782      o7   o7_t2_rp_d2  AlexNet_norm1    514.673462        500.620941
783      o7   o7_t2_rp_d2  AlexNet_pool5     50.747452         42.557922
784      o8   o8_t1_cs_d1    AlexNet_fc6      8.031415          8.097113
785      o8   o8_t1_cs_d1    AlexNet_fc7      0.573978          0.579992
786      o8   o8_t1_cs_d1    AlexNet_fc8      1.125616          1.284524
787      o8   o8_t1_cs_d1  AlexNet_conv4    132.625229        109.135490
788      o8   o8_t1_cs_d1   AlexNet_prob      0.000226          0.000155
789      o8   o8_t1_cs_d1  AlexNet_conv3    446.364777        360.554108
790      o8   o8_t1_cs_d1  AlexNet_conv2    533.684570        457.653687
791      o8   o8_t1_cs_d1  AlexNet_conv1   7714.879883       6918.394043
792      o8   o8_t1_cs_d1  AlexNet_conv5     23.833364         19.754721
793      o8   o8_t1_cs_d1  AlexNet_norm2    771.536804        605.787476
794      o8   o8_t1_cs_d1  AlexNet_pool2   1555.891113       1251.933105
795      o8   o8_t1_cs_d1  AlexNet_pool1  25584.968750      21698.939453
796      o8   o8_t1_cs_d1  AlexNet_norm1    780.569458        645.118225
797      o8   o8_t1_cs_d1  AlexNet_pool5     82.061943         72.389832
798      o8   o8_t1_cs_d2    AlexNet_fc6      6.989833          8.028715
799      o8   o8_t1_cs_d2    AlexNet_fc7      0.589168          0.740268
800      o8   o8_t1_cs_d2    AlexNet_fc8      1.709726          1.962188
801      o8   o8_t1_cs_d2  AlexNet_conv4    102.943703         75.292770
802      o8   o8_t1_cs_d2   AlexNet_prob      0.000103          0.000110
803      o8   o8_t1_cs_d2  AlexNet_conv3    357.080414        266.040710
804      o8   o8_t1_cs_d2  AlexNet_conv2    397.502930        345.810394
805      o8   o8_t1_cs_d2  AlexNet_conv1   7078.883789       6416.465820
806      o8   o8_t1_cs_d2  AlexNet_conv5     17.798164         15.234386
807      o8   o8_t1_cs_d2  AlexNet_norm2    563.187805        424.937958
808      o8   o8_t1_cs_d2  AlexNet_pool2   1118.205566        839.753906
809      o8   o8_t1_cs_d2  AlexNet_pool1  21562.810547      18125.945312
810      o8   o8_t1_cs_d2  AlexNet_norm1    564.606079        491.533936
811      o8   o8_t1_cs_d2  AlexNet_pool5     61.283672         56.167713
812      o8   o8_t2_ap_d1    AlexNet_fc6      6.800740          7.153022
813      o8   o8_t2_ap_d1    AlexNet_fc7      0.407076          0.509737
814      o8   o8_t2_ap_d1    AlexNet_fc8      0.714023          1.394398
815      o8   o8_t2_ap_d1  AlexNet_conv4    122.123459        109.853310
816      o8   o8_t2_ap_d1   AlexNet_prob      0.000054          0.000168
817      o8   o8_t2_ap_d1  AlexNet_conv3    407.943176        382.922607
818      o8   o8_t2_ap_d1  AlexNet_conv2    490.679565        451.805969
819      o8   o8_t2_ap_d1  AlexNet_conv1   7650.891602       7035.675781
820      o8   o8_t2_ap_d1  AlexNet_conv5     21.843395         19.373253
821      o8   o8_t2_ap_d1  AlexNet_norm2    702.757263        621.366638
822      o8   o8_t2_ap_d1  AlexNet_pool2   1417.245361       1281.178467
823      o8   o8_t2_ap_d1  AlexNet_pool1  24255.035156      21741.013672
824      o8   o8_t2_ap_d1  AlexNet_norm1    722.292175        633.533752
825      o8   o8_t2_ap_d1  AlexNet_pool5     74.238396         65.615303
826      o8   o8_t2_ap_d2    AlexNet_fc6      5.559253          7.281425
827      o8   o8_t2_ap_d2    AlexNet_fc7      0.418906          0.650085
828      o8   o8_t2_ap_d2    AlexNet_fc8      0.963341          1.815706
829      o8   o8_t2_ap_d2  AlexNet_conv4     96.797813         91.933502
830      o8   o8_t2_ap_d2   AlexNet_prob      0.000016          0.000074
831      o8   o8_t2_ap_d2  AlexNet_conv3    319.148346        310.953644
832      o8   o8_t2_ap_d2  AlexNet_conv2    391.452118        372.718842
833      o8   o8_t2_ap_d2  AlexNet_conv1   6469.440430       5845.488281
834      o8   o8_t2_ap_d2  AlexNet_conv5     17.633873         17.437223
835      o8   o8_t2_ap_d2  AlexNet_norm2    510.871429        512.314270
836      o8   o8_t2_ap_d2  AlexNet_pool2   1052.344482       1025.611816
837      o8   o8_t2_ap_d2  AlexNet_pool1  19644.853516      18658.888672
838      o8   o8_t2_ap_d2  AlexNet_norm1    521.542908        535.096375
839      o8   o8_t2_ap_d2  AlexNet_pool5     55.271240         61.933609
840      o8   o8_t2_mf_d1    AlexNet_fc6      6.886097          7.561892
841      o8   o8_t2_mf_d1    AlexNet_fc7      0.566733          0.699718
842      o8   o8_t2_mf_d1    AlexNet_fc8      1.333565          1.640388
843      o8   o8_t2_mf_d1  AlexNet_conv4     82.758553         82.223305
844      o8   o8_t2_mf_d1   AlexNet_prob      0.000169          0.000116
845      o8   o8_t2_mf_d1  AlexNet_conv3    284.634369        286.569916
846      o8   o8_t2_mf_d1  AlexNet_conv2    353.224396        357.426575
847      o8   o8_t2_mf_d1  AlexNet_conv1   5627.104980       5389.729492
848      o8   o8_t2_mf_d1  AlexNet_conv5     14.672501         14.401233
849      o8   o8_t2_mf_d1  AlexNet_norm2    469.771484        469.468231
850      o8   o8_t2_mf_d1  AlexNet_pool2    967.133667        970.160156
851      o8   o8_t2_mf_d1  AlexNet_pool1  16918.292969      16319.429688
852      o8   o8_t2_mf_d1  AlexNet_norm1    471.788452        474.746552
853      o8   o8_t2_mf_d1  AlexNet_pool5     55.637669         54.518818
854      o8   o8_t2_mf_d2    AlexNet_fc6      7.550933          6.190658
855      o8   o8_t2_mf_d2    AlexNet_fc7      0.534110          0.449348
856      o8   o8_t2_mf_d2    AlexNet_fc8      1.113674          0.983803
857      o8   o8_t2_mf_d2  AlexNet_conv4    128.422729         92.767075
858      o8   o8_t2_mf_d2   AlexNet_prob      0.000099          0.000084
859      o8   o8_t2_mf_d2  AlexNet_conv3    432.586304        318.841370
860      o8   o8_t2_mf_d2  AlexNet_conv2    497.673431        390.472321
861      o8   o8_t2_mf_d2  AlexNet_conv1   7961.710938       6282.036621
862      o8   o8_t2_mf_d2  AlexNet_conv5     21.804028         16.725491
863      o8   o8_t2_mf_d2  AlexNet_norm2    750.603699        513.302124
864      o8   o8_t2_mf_d2  AlexNet_pool2   1497.671631       1065.971191
865      o8   o8_t2_mf_d2  AlexNet_pool1  27195.785156      18956.740234
866      o8   o8_t2_mf_d2  AlexNet_norm1    745.807556        523.757629
867      o8   o8_t2_mf_d2  AlexNet_pool5     78.275902         57.266865
868      o8   o8_t2_rp_d1    AlexNet_fc6      7.460483          8.138689
869      o8   o8_t2_rp_d1    AlexNet_fc7      0.686507          0.700298
870      o8   o8_t2_rp_d1    AlexNet_fc8      1.693229          1.696865
871      o8   o8_t2_rp_d1  AlexNet_conv4     93.594170         78.616005
872      o8   o8_t2_rp_d1   AlexNet_prob      0.000113          0.000052
873      o8   o8_t2_rp_d1  AlexNet_conv3    313.596832        273.178589
874      o8   o8_t2_rp_d1  AlexNet_conv2    361.882721        346.287109
875      o8   o8_t2_rp_d1  AlexNet_conv1   6602.268555       6525.241211
876      o8   o8_t2_rp_d1  AlexNet_conv5     16.541178         15.265394
877      o8   o8_t2_rp_d1  AlexNet_norm2    500.304504        446.907867
878      o8   o8_t2_rp_d1  AlexNet_pool2    997.419373        870.931763
879      o8   o8_t2_rp_d1  AlexNet_pool1  19634.027344      18087.886719
880      o8   o8_t2_rp_d1  AlexNet_norm1    508.190216        508.558655
881      o8   o8_t2_rp_d1  AlexNet_pool5     58.690098         54.143066
882      o8   o8_t2_rp_d2    AlexNet_fc6      6.693688          7.518685
883      o8   o8_t2_rp_d2    AlexNet_fc7      0.555527          0.634632
884      o8   o8_t2_rp_d2    AlexNet_fc8      1.707112          1.636983
885      o8   o8_t2_rp_d2  AlexNet_conv4     62.625755         92.219597
886      o8   o8_t2_rp_d2   AlexNet_prob      0.000045          0.000180
887      o8   o8_t2_rp_d2  AlexNet_conv3    212.931396        314.393921
888      o8   o8_t2_rp_d2  AlexNet_conv2    295.362152        393.670441
889      o8   o8_t2_rp_d2  AlexNet_conv1   5561.348145       6795.735840
890      o8   o8_t2_rp_d2  AlexNet_conv5     11.700893         16.920282
891      o8   o8_t2_rp_d2  AlexNet_norm2    343.747681        512.563171
892      o8   o8_t2_rp_d2  AlexNet_pool2    711.221497       1029.562622
893      o8   o8_t2_rp_d2  AlexNet_pool1  15179.779297      21604.619141
894      o8   o8_t2_rp_d2  AlexNet_norm1    379.008423        570.511047
895      o8   o8_t2_rp_d2  AlexNet_pool5     44.086472         62.657619
896      o9   o9_t1_cs_d1    AlexNet_fc6      7.368415          6.366838
897      o9   o9_t1_cs_d1    AlexNet_fc7      0.613058          0.665889
898      o9   o9_t1_cs_d1    AlexNet_fc8      1.540473          2.730401
899      o9   o9_t1_cs_d1  AlexNet_conv4     78.449242         80.439079
900      o9   o9_t1_cs_d1   AlexNet_prob      0.000043          0.000065
901      o9   o9_t1_cs_d1  AlexNet_conv3    243.191132        273.137299
902      o9   o9_t1_cs_d1  AlexNet_conv2    303.415588        324.491180
903      o9   o9_t1_cs_d1  AlexNet_conv1   5227.317871       5868.661621
904      o9   o9_t1_cs_d1  AlexNet_conv5     14.855558         12.363327
905      o9   o9_t1_cs_d1  AlexNet_norm2    401.102661        445.932129
906      o9   o9_t1_cs_d1  AlexNet_pool2    816.784668        879.799744
907      o9   o9_t1_cs_d1  AlexNet_pool1  14133.877930      16499.515625
908      o9   o9_t1_cs_d1  AlexNet_norm1    413.843628        466.745178
909      o9   o9_t1_cs_d1  AlexNet_pool5     50.586647         47.176270
910      o9   o9_t1_cs_d2    AlexNet_fc6      8.332394          8.411454
911      o9   o9_t1_cs_d2    AlexNet_fc7      0.756755          0.963845
912      o9   o9_t1_cs_d2    AlexNet_fc8      2.438899          3.869560
913      o9   o9_t1_cs_d2  AlexNet_conv4     88.221458         77.120544
914      o9   o9_t1_cs_d2   AlexNet_prob      0.000026          0.000096
915      o9   o9_t1_cs_d2  AlexNet_conv3    282.950348        252.169174
916      o9   o9_t1_cs_d2  AlexNet_conv2    328.781189        291.623199
917      o9   o9_t1_cs_d2  AlexNet_conv1   6065.014648       5102.930664
918      o9   o9_t1_cs_d2  AlexNet_conv5     15.531595         13.800211
919      o9   o9_t1_cs_d2  AlexNet_norm2    491.569519        420.579224
920      o9   o9_t1_cs_d2  AlexNet_pool2    962.792969        847.332825
921      o9   o9_t1_cs_d2  AlexNet_pool1  17242.041016      15099.158203
922      o9   o9_t1_cs_d2  AlexNet_norm1    480.795166        420.465912
923      o9   o9_t1_cs_d2  AlexNet_pool5     61.544975         51.753857
924      o9   o9_t2_ap_d1    AlexNet_fc6      5.282436          6.017604
925      o9   o9_t2_ap_d1    AlexNet_fc7      0.512874          0.538056
926      o9   o9_t2_ap_d1    AlexNet_fc8      1.756216          1.402530
927      o9   o9_t2_ap_d1  AlexNet_conv4     69.328163         92.861076
928      o9   o9_t2_ap_d1   AlexNet_prob      0.000177          0.000023
929      o9   o9_t2_ap_d1  AlexNet_conv3    231.968399        313.166687
930      o9   o9_t2_ap_d1  AlexNet_conv2    333.587189        380.307739
931      o9   o9_t2_ap_d1  AlexNet_conv1   7203.272461       7463.047852
932      o9   o9_t2_ap_d1  AlexNet_conv5     12.319429         15.655442
933      o9   o9_t2_ap_d1  AlexNet_norm2    375.258636        506.142792
934      o9   o9_t2_ap_d1  AlexNet_pool2    771.954163        992.542908
935      o9   o9_t2_ap_d1  AlexNet_pool1  19172.935547      21972.318359
936      o9   o9_t2_ap_d1  AlexNet_norm1    481.479584        562.410706
937      o9   o9_t2_ap_d1  AlexNet_pool5     41.258350         48.720375
938      o9   o9_t2_ap_d2    AlexNet_fc6      5.392789          3.773732
939      o9   o9_t2_ap_d2    AlexNet_fc7      0.426899          0.353961
940      o9   o9_t2_ap_d2    AlexNet_fc8      0.881943          0.878620
941      o9   o9_t2_ap_d2  AlexNet_conv4     80.611481         34.178120
942      o9   o9_t2_ap_d2   AlexNet_prob      0.000090          0.000092
943      o9   o9_t2_ap_d2  AlexNet_conv3    254.809097        109.810928
944      o9   o9_t2_ap_d2  AlexNet_conv2    274.109344        173.593735
945      o9   o9_t2_ap_d2  AlexNet_conv1   5997.441895       4389.441895
946      o9   o9_t2_ap_d2  AlexNet_conv5     13.617615          7.033996
947      o9   o9_t2_ap_d2  AlexNet_norm2    412.004608        195.035278
948      o9   o9_t2_ap_d2  AlexNet_pool2    768.438904        368.281494
949      o9   o9_t2_ap_d2  AlexNet_pool1  17392.238281       9598.077148
950      o9   o9_t2_ap_d2  AlexNet_norm1    454.887115        304.939240
951      o9   o9_t2_ap_d2  AlexNet_pool5     48.182968         26.428524
952      o9   o9_t2_mf_d1    AlexNet_fc6      4.738575          7.079978
953      o9   o9_t2_mf_d1    AlexNet_fc7      0.415568          0.671913
954      o9   o9_t2_mf_d1    AlexNet_fc8      0.874115          1.993836
955      o9   o9_t2_mf_d1  AlexNet_conv4     74.956879         91.225571
956      o9   o9_t2_mf_d1   AlexNet_prob      0.000046          0.000084
957      o9   o9_t2_mf_d1  AlexNet_conv3    248.956711        295.730377
958      o9   o9_t2_mf_d1  AlexNet_conv2    340.594269        386.655060
959      o9   o9_t2_mf_d1  AlexNet_conv1   6841.619141       7454.471191
960      o9   o9_t2_mf_d1  AlexNet_conv5     11.929237         16.610899
961      o9   o9_t2_mf_d1  AlexNet_norm2    415.830933        498.840057
962      o9   o9_t2_mf_d1  AlexNet_pool2    836.691040       1012.944641
963      o9   o9_t2_mf_d1  AlexNet_pool1  18406.414062      21812.818359
964      o9   o9_t2_mf_d1  AlexNet_norm1    503.927002        584.402771
965      o9   o9_t2_mf_d1  AlexNet_pool5     36.004807         56.257236
966      o9   o9_t2_mf_d2    AlexNet_fc6      3.745606          5.667040
967      o9   o9_t2_mf_d2    AlexNet_fc7      0.347714          0.471169
968      o9   o9_t2_mf_d2    AlexNet_fc8      1.131923          1.284060
969      o9   o9_t2_mf_d2  AlexNet_conv4     34.798058         77.789360
970      o9   o9_t2_mf_d2   AlexNet_prob      0.000019          0.000241
971      o9   o9_t2_mf_d2  AlexNet_conv3    110.659309        252.971085
972      o9   o9_t2_mf_d2  AlexNet_conv2    173.242889        294.799133
973      o9   o9_t2_mf_d2  AlexNet_conv1   5296.132324       5915.533691
974      o9   o9_t2_mf_d2  AlexNet_conv5      6.986234         15.087258
975      o9   o9_t2_mf_d2  AlexNet_norm2    195.191910        420.345612
976      o9   o9_t2_mf_d2  AlexNet_pool2    379.185364        794.377930
977      o9   o9_t2_mf_d2  AlexNet_pool1  10739.437500      17321.591797
978      o9   o9_t2_mf_d2  AlexNet_norm1    275.642120        485.381073
979      o9   o9_t2_mf_d2  AlexNet_pool5     25.028816         52.372162
980      o9   o9_t2_rp_d1    AlexNet_fc6      9.344557          8.686617
981      o9   o9_t2_rp_d1    AlexNet_fc7      0.685102          0.917192
982      o9   o9_t2_rp_d1    AlexNet_fc8      1.846798          3.438755
983      o9   o9_t2_rp_d1  AlexNet_conv4     74.634186         74.470985
984      o9   o9_t2_rp_d1   AlexNet_prob      0.000023          0.000115
985      o9   o9_t2_rp_d1  AlexNet_conv3    241.070175        256.514130
986      o9   o9_t2_rp_d1  AlexNet_conv2    302.498077        317.586212
987      o9   o9_t2_rp_d1  AlexNet_conv1   5176.724121       5296.628418
988      o9   o9_t2_rp_d1  AlexNet_conv5     14.976361         13.483370
989      o9   o9_t2_rp_d1  AlexNet_norm2    407.733276        426.643524
990      o9   o9_t2_rp_d1  AlexNet_pool2    823.538086        861.525085
991      o9   o9_t2_rp_d1  AlexNet_pool1  13895.060547      15638.375977
992      o9   o9_t2_rp_d1  AlexNet_norm1    414.122498        439.087616
993      o9   o9_t2_rp_d1  AlexNet_pool5     56.108093         52.443745
994      o9   o9_t2_rp_d2    AlexNet_fc6      9.316790          8.152805
995      o9   o9_t2_rp_d2    AlexNet_fc7      0.795945          0.820084
996      o9   o9_t2_rp_d2    AlexNet_fc8      2.377013          3.030782
997      o9   o9_t2_rp_d2  AlexNet_conv4     78.516502         89.504997
998      o9   o9_t2_rp_d2   AlexNet_prob      0.000026          0.000071
999      o9   o9_t2_rp_d2  AlexNet_conv3    246.935898        312.726959
1000     o9   o9_t2_rp_d2  AlexNet_conv2    302.246246        355.496429
1001     o9   o9_t2_rp_d2  AlexNet_conv1   5138.882324       6155.014648
1002     o9   o9_t2_rp_d2  AlexNet_conv5     15.294672         15.032717
1003     o9   o9_t2_rp_d2  AlexNet_norm2    426.358582        528.074890
1004     o9   o9_t2_rp_d2  AlexNet_pool2    876.824768       1037.155029
1005     o9   o9_t2_rp_d2  AlexNet_pool1  14344.165039      18615.210938
1006     o9   o9_t2_rp_d2  AlexNet_norm1    412.352264        516.538452
1007     o9   o9_t2_rp_d2  AlexNet_pool5     54.393078         58.036186
1008    o10  o10_t1_cs_d1    AlexNet_fc6     12.311843         11.128279
1009    o10  o10_t1_cs_d1    AlexNet_fc7      0.958268          0.931997
1010    o10  o10_t1_cs_d1    AlexNet_fc8      1.781965          1.995530
1011    o10  o10_t1_cs_d1  AlexNet_conv4    150.141602        148.163055
1012    o10  o10_t1_cs_d1   AlexNet_prob      0.000043          0.000094
1013    o10  o10_t1_cs_d1  AlexNet_conv3    472.360291        460.892944
1014    o10  o10_t1_cs_d1  AlexNet_conv2    583.354065        543.937439
1015    o10  o10_t1_cs_d1  AlexNet_conv1  10720.622070       9848.773438
1016    o10  o10_t1_cs_d1  AlexNet_conv5     29.883127         28.460257
1017    o10  o10_t1_cs_d1  AlexNet_norm2    807.833496        776.963318
1018    o10  o10_t1_cs_d1  AlexNet_pool2   1574.803101       1516.157227
1019    o10  o10_t1_cs_d1  AlexNet_pool1  33202.675781      29741.625000
1020    o10  o10_t1_cs_d1  AlexNet_norm1    972.724731        922.080444
1021    o10  o10_t1_cs_d1  AlexNet_pool5     97.273857         97.877342
1022    o10  o10_t1_cs_d2    AlexNet_fc6      8.892511          7.235139
1023    o10  o10_t1_cs_d2    AlexNet_fc7      0.560698          0.627677
1024    o10  o10_t1_cs_d2    AlexNet_fc8      1.085209          1.650886
1025    o10  o10_t1_cs_d2  AlexNet_conv4    130.842133         99.648308
1026    o10  o10_t1_cs_d2   AlexNet_prob      0.000039          0.000043
1027    o10  o10_t1_cs_d2  AlexNet_conv3    418.845947        330.652740
1028    o10  o10_t1_cs_d2  AlexNet_conv2    478.847687        396.152832
1029    o10  o10_t1_cs_d2  AlexNet_conv1   8055.484375       7098.208496
1030    o10  o10_t1_cs_d2  AlexNet_conv5     24.480961         17.354448
1031    o10  o10_t1_cs_d2  AlexNet_norm2    727.816040        545.541809
1032    o10  o10_t1_cs_d2  AlexNet_pool2   1445.710815       1077.193848
1033    o10  o10_t1_cs_d2  AlexNet_pool1  25463.193359      20504.447266
1034    o10  o10_t1_cs_d2  AlexNet_norm1    740.062317        579.766663
1035    o10  o10_t1_cs_d2  AlexNet_pool5     89.953003         51.967758
1036    o10  o10_t2_ap_d1    AlexNet_fc6     14.062987          8.859365
1037    o10  o10_t2_ap_d1    AlexNet_fc7      0.890032          0.713173
1038    o10  o10_t2_ap_d1    AlexNet_fc8      1.743447          1.995252
1039    o10  o10_t2_ap_d1  AlexNet_conv4    115.635666        125.492020
1040    o10  o10_t2_ap_d1   AlexNet_prob      0.000047          0.000063
1041    o10  o10_t2_ap_d1  AlexNet_conv3    358.833649        413.359192
1042    o10  o10_t2_ap_d1  AlexNet_conv2    417.982910        479.137268
1043    o10  o10_t2_ap_d1  AlexNet_conv1   7944.380859       8151.089355
1044    o10  o10_t2_ap_d1  AlexNet_conv5     25.926117         20.562069
1045    o10  o10_t2_ap_d1  AlexNet_norm2    603.774414        737.387878
1046    o10  o10_t2_ap_d1  AlexNet_pool2   1177.763794       1440.865845
1047    o10  o10_t2_ap_d1  AlexNet_pool1  22721.750000      25504.175781
1048    o10  o10_t2_ap_d1  AlexNet_norm1    616.758545        786.715271
1049    o10  o10_t2_ap_d1  AlexNet_pool5     84.104256         70.037666
1050    o10  o10_t2_ap_d2    AlexNet_fc6      8.840624          8.074900
1051    o10  o10_t2_ap_d2    AlexNet_fc7      0.691083          0.646836
1052    o10  o10_t2_ap_d2    AlexNet_fc8      1.469594          1.413957
1053    o10  o10_t2_ap_d2  AlexNet_conv4    118.831749        139.851059
1054    o10  o10_t2_ap_d2   AlexNet_prob      0.000074          0.000038
1055    o10  o10_t2_ap_d2  AlexNet_conv3    375.988861        461.497528
1056    o10  o10_t2_ap_d2  AlexNet_conv2    457.898102        529.698425
1057    o10  o10_t2_ap_d2  AlexNet_conv1   8954.759766       9520.948242
1058    o10  o10_t2_ap_d2  AlexNet_conv5     24.521547         25.678991
1059    o10  o10_t2_ap_d2  AlexNet_norm2    640.054932        784.371399
1060    o10  o10_t2_ap_d2  AlexNet_pool2   1228.487671       1550.614624
1061    o10  o10_t2_ap_d2  AlexNet_pool1  26632.322266      29623.255859
1062    o10  o10_t2_ap_d2  AlexNet_norm1    725.145874        877.911682
1063    o10  o10_t2_ap_d2  AlexNet_pool5     80.611298         83.785736
1064    o10  o10_t2_mf_d1    AlexNet_fc6      5.402205          6.176826
1065    o10  o10_t2_mf_d1    AlexNet_fc7      0.405943          0.457821
1066    o10  o10_t2_mf_d1    AlexNet_fc8      0.726965          1.081728
1067    o10  o10_t2_mf_d1  AlexNet_conv4     47.394756        120.925011
1068    o10  o10_t2_mf_d1   AlexNet_prob      0.000024          0.000042
1069    o10  o10_t2_mf_d1  AlexNet_conv3    151.517776        396.046814
1070    o10  o10_t2_mf_d1  AlexNet_conv2    237.890640        461.991089
1071    o10  o10_t2_mf_d1  AlexNet_conv1   5348.666992       7636.182129
1072    o10  o10_t2_mf_d1  AlexNet_conv5      9.930859         20.787161
1073    o10  o10_t2_mf_d1  AlexNet_norm2    268.665131        694.683411
1074    o10  o10_t2_mf_d1  AlexNet_pool2    540.251221       1378.858887
1075    o10  o10_t2_mf_d1  AlexNet_pool1  11466.237305      24035.156250
1076    o10  o10_t2_mf_d1  AlexNet_norm1    347.663788        760.341187
1077    o10  o10_t2_mf_d1  AlexNet_pool5     31.157907         70.442352
1078    o10  o10_t2_mf_d2    AlexNet_fc6     10.859116          7.736773
1079    o10  o10_t2_mf_d2    AlexNet_fc7      0.730621          0.574496
1080    o10  o10_t2_mf_d2    AlexNet_fc8      1.378141          1.364811
1081    o10  o10_t2_mf_d2  AlexNet_conv4    129.519073         94.472511
1082    o10  o10_t2_mf_d2   AlexNet_prob      0.000023          0.000035
1083    o10  o10_t2_mf_d2  AlexNet_conv3    408.498749        319.334167
1084    o10  o10_t2_mf_d2  AlexNet_conv2    455.852936        394.023712
1085    o10  o10_t2_mf_d2  AlexNet_conv1   8299.809570       6907.892090
1086    o10  o10_t2_mf_d2  AlexNet_conv5     25.009087         17.146479
1087    o10  o10_t2_mf_d2  AlexNet_norm2    691.949951        545.240479
1088    o10  o10_t2_mf_d2  AlexNet_pool2   1348.069336       1073.071045
1089    o10  o10_t2_mf_d2  AlexNet_pool1  26403.218750      19962.748047
1090    o10  o10_t2_mf_d2  AlexNet_norm1    705.951050        582.879211
1091    o10  o10_t2_mf_d2  AlexNet_pool5     85.809418         57.165535
1092    o10  o10_t2_rp_d1    AlexNet_fc6     11.794931          8.069019
1093    o10  o10_t2_rp_d1    AlexNet_fc7      0.699335          0.605803
1094    o10  o10_t2_rp_d1    AlexNet_fc8      1.386838          1.567162
1095    o10  o10_t2_rp_d1  AlexNet_conv4    138.397079        104.051193
1096    o10  o10_t2_rp_d1   AlexNet_prob      0.000049          0.000092
1097    o10  o10_t2_rp_d1  AlexNet_conv3    438.066406        348.540436
1098    o10  o10_t2_rp_d1  AlexNet_conv2    500.878479        432.351624
1099    o10  o10_t2_rp_d1  AlexNet_conv1   8112.789062       7310.105469
1100    o10  o10_t2_rp_d1  AlexNet_conv5     26.766199         18.107286
1101    o10  o10_t2_rp_d1  AlexNet_norm2    784.353088        586.472900
1102    o10  o10_t2_rp_d1  AlexNet_pool2   1544.461548       1190.145996
1103    o10  o10_t2_rp_d1  AlexNet_pool1  26241.970703      21033.439453
1104    o10  o10_t2_rp_d1  AlexNet_norm1    788.316406        612.793457
1105    o10  o10_t2_rp_d1  AlexNet_pool5     95.485489         53.019295
1106    o10  o10_t2_rp_d2    AlexNet_fc6     11.006216          7.901959
1107    o10  o10_t2_rp_d2    AlexNet_fc7      0.780840          0.682691
1108    o10  o10_t2_rp_d2    AlexNet_fc8      1.428101          2.062772
1109    o10  o10_t2_rp_d2  AlexNet_conv4    118.374336         95.546692
1110    o10  o10_t2_rp_d2   AlexNet_prob      0.000045          0.000046
1111    o10  o10_t2_rp_d2  AlexNet_conv3    368.969574        315.409790
1112    o10  o10_t2_rp_d2  AlexNet_conv2    418.755951        395.399963
1113    o10  o10_t2_rp_d2  AlexNet_conv1   7593.353027       6938.459961
1114    o10  o10_t2_rp_d2  AlexNet_conv5     23.845320         17.654554
