     Target    Comparison          Layer      Distance  DistanceInverted
370      o4   o4_t2_ap_d1  AlexNet_conv2    483.521820        461.447113
371      o4   o4_t2_ap_d1  AlexNet_conv1   7928.007812       7696.752930
372      o4   o4_t2_ap_d1  AlexNet_conv5     24.281984         22.157764
373      o4   o4_t2_ap_d1  AlexNet_norm2    668.309265        628.390320
374      o4   o4_t2_ap_d1  AlexNet_pool2   1351.642944       1262.666138
375      o4   o4_t2_ap_d1  AlexNet_pool1  25990.031250      24109.445312
376      o4   o4_t2_ap_d1  AlexNet_norm1    674.958801        655.284607
377      o4   o4_t2_ap_d1  AlexNet_pool5     81.050911         75.956444
378      o4   o4_t2_ap_d2    AlexNet_fc6      4.192953          9.098169
379      o4   o4_t2_ap_d2    AlexNet_fc7      0.368583          0.673236
380      o4   o4_t2_ap_d2    AlexNet_fc8      0.850118          1.452939
381      o4   o4_t2_ap_d2  AlexNet_conv4     69.009720        109.738876
382      o4   o4_t2_ap_d2   AlexNet_prob      0.000087          0.000303
383      o4   o4_t2_ap_d2  AlexNet_conv3    220.761627        356.447723
384      o4   o4_t2_ap_d2  AlexNet_conv2    306.559326        422.595001
385      o4   o4_t2_ap_d2  AlexNet_conv1   5457.940918       6699.035156
386      o4   o4_t2_ap_d2  AlexNet_conv5     11.912558         20.044430
387      o4   o4_t2_ap_d2  AlexNet_norm2    362.167816        597.410278
388      o4   o4_t2_ap_d2  AlexNet_pool2    745.061707       1189.784058
389      o4   o4_t2_ap_d2  AlexNet_pool1  15068.479492      22083.755859
390      o4   o4_t2_ap_d2  AlexNet_norm1    386.503906        593.081726
391      o4   o4_t2_ap_d2  AlexNet_pool5     37.083801         69.596306
392      o4   o4_t2_mf_d1    AlexNet_fc6      6.231468         10.333772
393      o4   o4_t2_mf_d1    AlexNet_fc7      0.524174          0.868686
394      o4   o4_t2_mf_d1    AlexNet_fc8      1.196802          2.499906
395      o4   o4_t2_mf_d1  AlexNet_conv4    100.411118        111.428055
396      o4   o4_t2_mf_d1   AlexNet_prob      0.000317          0.000439
397      o4   o4_t2_mf_d1  AlexNet_conv3    304.991180        344.993500
398      o4   o4_t2_mf_d1  AlexNet_conv2    369.150848        415.131134
399      o4   o4_t2_mf_d1  AlexNet_conv1   6716.393066       6817.156738
400      o4   o4_t2_mf_d1  AlexNet_conv5     18.436790         21.107132
401      o4   o4_t2_mf_d1  AlexNet_norm2    505.812592        596.691467
402      o4   o4_t2_mf_d1  AlexNet_pool2   1017.550293       1188.519653
403      o4   o4_t2_mf_d1  AlexNet_pool1  20424.386719      21562.603516
404      o4   o4_t2_mf_d1  AlexNet_norm1    549.524841        626.780457
405      o4   o4_t2_mf_d1  AlexNet_pool5     57.736485         75.132362
406      o4   o4_t2_mf_d2    AlexNet_fc6     10.264282          9.001305
407      o4   o4_t2_mf_d2    AlexNet_fc7      0.893439          0.752119
408      o4   o4_t2_mf_d2    AlexNet_fc8      2.247074          1.791138
409      o4   o4_t2_mf_d2  AlexNet_conv4    111.418694         95.973015
410      o4   o4_t2_mf_d2   AlexNet_prob      0.000208          0.000279
411      o4   o4_t2_mf_d2  AlexNet_conv3    366.927124        317.543213
412      o4   o4_t2_mf_d2  AlexNet_conv2    450.389801        402.496948
413      o4   o4_t2_mf_d2  AlexNet_conv1   7500.892578       6622.546387
414      o4   o4_t2_mf_d2  AlexNet_conv5     19.426945         16.528927
415      o4   o4_t2_mf_d2  AlexNet_norm2    645.314758        542.410095
416      o4   o4_t2_mf_d2  AlexNet_pool2   1319.022217       1094.206787
417      o4   o4_t2_mf_d2  AlexNet_pool1  23278.677734      19082.632812
418      o4   o4_t2_mf_d2  AlexNet_norm1    616.397949        531.075439
419      o4   o4_t2_mf_d2  AlexNet_pool5     70.553047         61.071636
420      o4   o4_t2_rp_d1    AlexNet_fc6      5.611898          7.706264
421      o4   o4_t2_rp_d1    AlexNet_fc7      0.469078          0.741238
422      o4   o4_t2_rp_d1    AlexNet_fc8      1.049336          2.199521
423      o4   o4_t2_rp_d1  AlexNet_conv4     67.181061         74.790634
424      o4   o4_t2_rp_d1   AlexNet_prob      0.000267          0.000423
425      o4   o4_t2_rp_d1  AlexNet_conv3    206.421478        229.489410
426      o4   o4_t2_rp_d1  AlexNet_conv2    250.855728        284.651733
427      o4   o4_t2_rp_d1  AlexNet_conv1   5101.949219       4680.003418
428      o4   o4_t2_rp_d1  AlexNet_conv5     12.574906         14.180206
429      o4   o4_t2_rp_d1  AlexNet_norm2    325.940216        384.469177
430      o4   o4_t2_rp_d1  AlexNet_pool2    654.665710        769.205444
431      o4   o4_t2_rp_d1  AlexNet_pool1  15821.190430      14457.053711
432      o4   o4_t2_rp_d1  AlexNet_norm1    340.743530        380.566803
433      o4   o4_t2_rp_d1  AlexNet_pool5     38.195004         47.369377
434      o4   o4_t2_rp_d2    AlexNet_fc6      5.263426          7.888128
435      o4   o4_t2_rp_d2    AlexNet_fc7      0.409642          0.553143
436      o4   o4_t2_rp_d2    AlexNet_fc8      0.890265          1.258120
437      o4   o4_t2_rp_d2  AlexNet_conv4     81.353317         92.329880
438      o4   o4_t2_rp_d2   AlexNet_prob      0.000318          0.000240
439      o4   o4_t2_rp_d2  AlexNet_conv3    258.661560        291.660339
440      o4   o4_t2_rp_d2  AlexNet_conv2    346.673706        382.100861
441      o4   o4_t2_rp_d2  AlexNet_conv1   6291.136230       6173.044922
442      o4   o4_t2_rp_d2  AlexNet_conv5     14.354486         16.290714
443      o4   o4_t2_rp_d2  AlexNet_norm2    423.627899        500.163422
444      o4   o4_t2_rp_d2  AlexNet_pool2    835.656067       1005.568970
445      o4   o4_t2_rp_d2  AlexNet_pool1  18728.968750      19083.638672
446      o4   o4_t2_rp_d2  AlexNet_norm1    454.723511        512.453674
447      o4   o4_t2_rp_d2  AlexNet_pool5     42.434315         54.195286
448      o5   o5_t1_cs_d1    AlexNet_fc6      7.725151         10.720529
449      o5   o5_t1_cs_d1    AlexNet_fc7      0.471396          0.553919
450      o5   o5_t1_cs_d1    AlexNet_fc8      1.063627          1.172717
451      o5   o5_t1_cs_d1  AlexNet_conv4    110.271515        159.460220
452      o5   o5_t1_cs_d1   AlexNet_prob      0.000130          0.000164
453      o5   o5_t1_cs_d1  AlexNet_conv3    335.867065        513.691528
454      o5   o5_t1_cs_d1  AlexNet_conv2    412.730194        528.607544
455      o5   o5_t1_cs_d1  AlexNet_conv1   7693.544922       8431.253906
456      o5   o5_t1_cs_d1  AlexNet_conv5     22.283926         30.815199
457      o5   o5_t1_cs_d1  AlexNet_norm2    550.130432        852.857727
458      o5   o5_t1_cs_d1  AlexNet_pool2   1099.659546       1661.204468
459      o5   o5_t1_cs_d1  AlexNet_pool1  22419.341797      29805.640625
460      o5   o5_t1_cs_d1  AlexNet_norm1    592.691711        865.437073
461      o5   o5_t1_cs_d1  AlexNet_pool5     71.647392        103.597412
462      o5   o5_t1_cs_d2    AlexNet_fc6      9.366312          7.549243
463      o5   o5_t1_cs_d2    AlexNet_fc7      0.504274          0.437888
464      o5   o5_t1_cs_d2    AlexNet_fc8      0.775217          0.693927
465      o5   o5_t1_cs_d2  AlexNet_conv4    140.959076        121.535149
466      o5   o5_t1_cs_d2   AlexNet_prob      0.000058          0.000066
467      o5   o5_t1_cs_d2  AlexNet_conv3    441.403351        398.320801
468      o5   o5_t1_cs_d2  AlexNet_conv2    483.155640        451.682648
469      o5   o5_t1_cs_d2  AlexNet_conv1   8372.716797       7915.357910
470      o5   o5_t1_cs_d2  AlexNet_conv5     26.783331         22.130922
471      o5   o5_t1_cs_d2  AlexNet_norm2    722.714233        641.318420
472      o5   o5_t1_cs_d2  AlexNet_pool2   1409.336060       1254.146118
473      o5   o5_t1_cs_d2  AlexNet_pool1  27084.396484      24111.572266
474      o5   o5_t1_cs_d2  AlexNet_norm1    747.281860        687.840576
475      o5   o5_t1_cs_d2  AlexNet_pool5     92.171463         67.866508
476      o5   o5_t2_ap_d1    AlexNet_fc6      3.817777         12.117123
477      o5   o5_t2_ap_d1    AlexNet_fc7      0.257606          0.631402
478      o5   o5_t2_ap_d1    AlexNet_fc8      0.522282          1.057315
479      o5   o5_t2_ap_d1  AlexNet_conv4     44.641853        150.419662
480      o5   o5_t2_ap_d1   AlexNet_prob      0.000024          0.000223
481      o5   o5_t2_ap_d1  AlexNet_conv3    130.894257        483.916962
482      o5   o5_t2_ap_d1  AlexNet_conv2    205.124619        494.079437
483      o5   o5_t2_ap_d1  AlexNet_conv1   5163.563965       7943.873047
484      o5   o5_t2_ap_d1  AlexNet_conv5      8.405917         28.692966
485      o5   o5_t2_ap_d1  AlexNet_norm2    214.223450        808.161316
486      o5   o5_t2_ap_d1  AlexNet_pool2    421.284485       1566.074341
487      o5   o5_t2_ap_d1  AlexNet_pool1  10679.627930      27324.207031
488      o5   o5_t2_ap_d1  AlexNet_norm1    296.047638        799.409668
489      o5   o5_t2_ap_d1  AlexNet_pool5     26.048653         94.966507
490      o5   o5_t2_ap_d2    AlexNet_fc6      6.199649         11.514848
491      o5   o5_t2_ap_d2    AlexNet_fc7      0.377363          0.857749
492      o5   o5_t2_ap_d2    AlexNet_fc8      0.598901          1.836552
493      o5   o5_t2_ap_d2  AlexNet_conv4    105.895554        124.006851
494      o5   o5_t2_ap_d2   AlexNet_prob      0.000012          0.000031
495      o5   o5_t2_ap_d2  AlexNet_conv3    330.584381        401.015564
496      o5   o5_t2_ap_d2  AlexNet_conv2    401.621582        447.274445
497      o5   o5_t2_ap_d2  AlexNet_conv1   7479.214355       8676.085938
498      o5   o5_t2_ap_d2  AlexNet_conv5     19.466946         23.285635
499      o5   o5_t2_ap_d2  AlexNet_norm2    548.767700        657.790100
500      o5   o5_t2_ap_d2  AlexNet_pool2   1055.433960       1282.552856
501      o5   o5_t2_ap_d2  AlexNet_pool1  21835.357422      27292.285156
502      o5   o5_t2_ap_d2  AlexNet_norm1    627.564880        736.828796
503      o5   o5_t2_ap_d2  AlexNet_pool5     58.326992         81.368202
504      o5   o5_t2_mf_d1    AlexNet_fc6      9.552015          7.981995
505      o5   o5_t2_mf_d1    AlexNet_fc7      0.614707          0.537233
506      o5   o5_t2_mf_d1    AlexNet_fc8      1.090476          0.978885
507      o5   o5_t2_mf_d1  AlexNet_conv4    117.543648        113.759239
508      o5   o5_t2_mf_d1   AlexNet_prob      0.000052          0.000103
509      o5   o5_t2_mf_d1  AlexNet_conv3    367.781464        363.333405
510      o5   o5_t2_mf_d1  AlexNet_conv2    404.843842        406.777740
511      o5   o5_t2_mf_d1  AlexNet_conv1   6951.998047       6801.758789
512      o5   o5_t2_mf_d1  AlexNet_conv5     23.252125         21.831453
513      o5   o5_t2_mf_d1  AlexNet_norm2    584.592712        590.696472
514      o5   o5_t2_mf_d1  AlexNet_pool2   1152.945801       1173.596191
515      o5   o5_t2_mf_d1  AlexNet_pool1  21721.404297      21381.044922
516      o5   o5_t2_mf_d1  AlexNet_norm1    587.607910        596.690002
517      o5   o5_t2_mf_d1  AlexNet_pool5     83.800972         77.351967
518      o5   o5_t2_mf_d2    AlexNet_fc6     10.402164          7.848054
519      o5   o5_t2_mf_d2    AlexNet_fc7      0.559194          0.572103
520      o5   o5_t2_mf_d2    AlexNet_fc8      0.824762          1.180242
521      o5   o5_t2_mf_d2  AlexNet_conv4    145.976608        109.730186
522      o5   o5_t2_mf_d2   AlexNet_prob      0.000041          0.000069
523      o5   o5_t2_mf_d2  AlexNet_conv3    452.668823        360.610077
524      o5   o5_t2_mf_d2  AlexNet_conv2    479.419617        431.271606
525      o5   o5_t2_mf_d2  AlexNet_conv1   8159.495605       7642.023926
526      o5   o5_t2_mf_d2  AlexNet_conv5     28.427505         20.355503
527      o5   o5_t2_mf_d2  AlexNet_norm2    732.783752        579.016479
528      o5   o5_t2_mf_d2  AlexNet_pool2   1422.719727       1128.356567
529      o5   o5_t2_mf_d2  AlexNet_pool1  27057.224609      22391.789062
530      o5   o5_t2_mf_d2  AlexNet_norm1    747.208191        654.352661
531      o5   o5_t2_mf_d2  AlexNet_pool5     92.797302         64.833328
532      o5   o5_t2_rp_d1    AlexNet_fc6      8.363613         10.838615
533      o5   o5_t2_rp_d1    AlexNet_fc7      0.644710          0.764831
534      o5   o5_t2_rp_d1    AlexNet_fc8      1.385803          1.594377
535      o5   o5_t2_rp_d1  AlexNet_conv4     82.941711        121.225395
536      o5   o5_t2_rp_d1   AlexNet_prob      0.000058          0.000251
537      o5   o5_t2_rp_d1  AlexNet_conv3    262.171051        373.814362
538      o5   o5_t2_rp_d1  AlexNet_conv2    330.357147        407.465240
539      o5   o5_t2_rp_d1  AlexNet_conv1   7069.854980       7042.343262
540      o5   o5_t2_rp_d1  AlexNet_conv5     15.567419         23.766434
541      o5   o5_t2_rp_d1  AlexNet_norm2    410.214722        610.706665
542      o5   o5_t2_rp_d1  AlexNet_pool2    815.292725       1170.394165
543      o5   o5_t2_rp_d1  AlexNet_pool1  18232.277344      22092.099609
544      o5   o5_t2_rp_d1  AlexNet_norm1    502.595276        643.592651
545      o5   o5_t2_rp_d1  AlexNet_pool5     57.197083         84.300140
546      o5   o5_t2_rp_d2    AlexNet_fc6      6.138298          9.263117
547      o5   o5_t2_rp_d2    AlexNet_fc7      0.382087          0.654536
548      o5   o5_t2_rp_d2    AlexNet_fc8      0.589959          1.348423
549      o5   o5_t2_rp_d2  AlexNet_conv4     93.326004        117.879860
550      o5   o5_t2_rp_d2   AlexNet_prob      0.000039          0.000084
551      o5   o5_t2_rp_d2  AlexNet_conv3    291.663513        374.467072
552      o5   o5_t2_rp_d2  AlexNet_conv2    359.278809        410.914703
553      o5   o5_t2_rp_d2  AlexNet_conv1   6705.404785       6955.097656
554      o5   o5_t2_rp_d2  AlexNet_conv5     17.556715         21.476271
555      o5   o5_t2_rp_d2  AlexNet_norm2    457.338074        610.098877
556      o5   o5_t2_rp_d2  AlexNet_pool2    904.470703       1171.422607
557      o5   o5_t2_rp_d2  AlexNet_pool1  18922.185547      22308.669922
558      o5   o5_t2_rp_d2  AlexNet_norm1    513.029480        645.785522
559      o5   o5_t2_rp_d2  AlexNet_pool5     50.954330         67.332222
560      o6   o6_t1_cs_d1    AlexNet_fc6      3.097489          7.648499
561      o6   o6_t1_cs_d1    AlexNet_fc7      0.269565          0.670510
562      o6   o6_t1_cs_d1    AlexNet_fc8      0.654828          2.033381
563      o6   o6_t1_cs_d1  AlexNet_conv4     32.984089        105.668602
564      o6   o6_t1_cs_d1   AlexNet_prob      0.000031          0.000309
565      o6   o6_t1_cs_d1  AlexNet_conv3     97.865128        346.942505
566      o6   o6_t1_cs_d1  AlexNet_conv2    147.582870        424.718201
567      o6   o6_t1_cs_d1  AlexNet_conv1   2617.047119       5895.838867
568      o6   o6_t1_cs_d1  AlexNet_conv5      6.761912         19.750935
569      o6   o6_t1_cs_d1  AlexNet_norm2    166.287170        588.062439
570      o6   o6_t1_cs_d1  AlexNet_pool2    335.573029       1177.035767
571      o6   o6_t1_cs_d1  AlexNet_pool1   5748.145996      19904.894531
572      o6   o6_t1_cs_d1  AlexNet_norm1    207.209183        599.697144
573      o6   o6_t1_cs_d1  AlexNet_pool5     18.920145         68.678474
574      o6   o6_t1_cs_d2    AlexNet_fc6      4.853709          8.427840
575      o6   o6_t1_cs_d2    AlexNet_fc7      0.452046          0.672032
576      o6   o6_t1_cs_d2    AlexNet_fc8      1.458194          1.853176
577      o6   o6_t1_cs_d2  AlexNet_conv4     76.377861         99.229958
578      o6   o6_t1_cs_d2   AlexNet_prob      0.000060          0.000148
579      o6   o6_t1_cs_d2  AlexNet_conv3    253.073151        326.637451
580      o6   o6_t1_cs_d2  AlexNet_conv2    303.107910        390.382629
581      o6   o6_t1_cs_d2  AlexNet_conv1   4671.804688       5880.443359
582      o6   o6_t1_cs_d2  AlexNet_conv5     14.142535         19.901203
583      o6   o6_t1_cs_d2  AlexNet_norm2    427.770111        558.993225
584      o6   o6_t1_cs_d2  AlexNet_pool2    851.938599       1127.746704
585      o6   o6_t1_cs_d2  AlexNet_pool1  12925.528320      18754.105469
586      o6   o6_t1_cs_d2  AlexNet_norm1    424.889587        559.355469
587      o6   o6_t1_cs_d2  AlexNet_pool5     43.243294         68.315346
588      o6   o6_t2_ap_d1    AlexNet_fc6     10.446789         10.825113
589      o6   o6_t2_ap_d1    AlexNet_fc7      0.894634          1.023876
590      o6   o6_t2_ap_d1    AlexNet_fc8      3.026433          3.880840
591      o6   o6_t2_ap_d1  AlexNet_conv4    110.981972        107.197594
592      o6   o6_t2_ap_d1   AlexNet_prob      0.000120          0.000242
593      o6   o6_t2_ap_d1  AlexNet_conv3    363.932770        345.876160
594      o6   o6_t2_ap_d1  AlexNet_conv2    405.081604        382.138214
595      o6   o6_t2_ap_d1  AlexNet_conv1   6792.422852       6834.361816
596      o6   o6_t2_ap_d1  AlexNet_conv5     21.279768         21.301296
597      o6   o6_t2_ap_d1  AlexNet_norm2    610.713135        588.479309
598      o6   o6_t2_ap_d1  AlexNet_pool2   1208.732300       1131.414917
599      o6   o6_t2_ap_d1  AlexNet_pool1  21194.990234      20696.160156
600      o6   o6_t2_ap_d1  AlexNet_norm1    604.086792        610.872681
601      o6   o6_t2_ap_d1  AlexNet_pool5     73.255089         80.843170
602      o6   o6_t2_ap_d2    AlexNet_fc6      8.491121          5.908923
603      o6   o6_t2_ap_d2    AlexNet_fc7      0.659775          0.414232
604      o6   o6_t2_ap_d2    AlexNet_fc8      1.917810          0.826793
605      o6   o6_t2_ap_d2  AlexNet_conv4     96.793015         99.246719
606      o6   o6_t2_ap_d2   AlexNet_prob      0.000027          0.000063
607      o6   o6_t2_ap_d2  AlexNet_conv3    297.747833        324.373413
608      o6   o6_t2_ap_d2  AlexNet_conv2    377.061890        406.293762
609      o6   o6_t2_ap_d2  AlexNet_conv1   6720.385254       6423.278809
610      o6   o6_t2_ap_d2  AlexNet_conv5     18.773428         17.661482
611      o6   o6_t2_ap_d2  AlexNet_norm2    497.820221        567.423706
612      o6   o6_t2_ap_d2  AlexNet_pool2    990.214111       1119.157104
613      o6   o6_t2_ap_d2  AlexNet_pool1  19015.273438      18628.675781
614      o6   o6_t2_ap_d2  AlexNet_norm1    533.917175        601.821228
615      o6   o6_t2_ap_d2  AlexNet_pool5     64.020470         59.806282
616      o6   o6_t2_mf_d1    AlexNet_fc6      7.574826          5.422999
617      o6   o6_t2_mf_d1    AlexNet_fc7      0.419055          0.348088
618      o6   o6_t2_mf_d1    AlexNet_fc8      0.732062          0.678582
619      o6   o6_t2_mf_d1  AlexNet_conv4    111.242355        104.142426
620      o6   o6_t2_mf_d1   AlexNet_prob      0.000189          0.000061
621      o6   o6_t2_mf_d1  AlexNet_conv3    334.512115        332.811523
622      o6   o6_t2_mf_d1  AlexNet_conv2    416.157867        420.695312
623      o6   o6_t2_mf_d1  AlexNet_conv1   7186.664062       6911.672852
624      o6   o6_t2_mf_d1  AlexNet_conv5     20.735306         17.857481
625      o6   o6_t2_mf_d1  AlexNet_norm2    551.400391        593.151978
626      o6   o6_t2_mf_d1  AlexNet_pool2   1089.869629       1160.362183
627      o6   o6_t2_mf_d1  AlexNet_pool1  23526.318359      21816.720703
628      o6   o6_t2_mf_d1  AlexNet_norm1    619.650696        643.015991
629      o6   o6_t2_mf_d1  AlexNet_pool5     67.778793         57.265400
630      o6   o6_t2_mf_d2    AlexNet_fc6      6.363040          3.693460
631      o6   o6_t2_mf_d2    AlexNet_fc7      0.480336          0.291877
632      o6   o6_t2_mf_d2    AlexNet_fc8      1.256671          0.707074
633      o6   o6_t2_mf_d2  AlexNet_conv4     96.103424         48.873867
634      o6   o6_t2_mf_d2   AlexNet_prob      0.000022          0.000105
635      o6   o6_t2_mf_d2  AlexNet_conv3    297.568176        150.120789
636      o6   o6_t2_mf_d2  AlexNet_conv2    374.057617        219.725433
637      o6   o6_t2_mf_d2  AlexNet_conv1   6315.671387       3675.071289
638      o6   o6_t2_mf_d2  AlexNet_conv5     18.053909          9.195097
639      o6   o6_t2_mf_d2  AlexNet_norm2    481.201324        270.040161
640      o6   o6_t2_mf_d2  AlexNet_pool2    948.267456        526.915100
641      o6   o6_t2_mf_d2  AlexNet_pool1  21608.023438       9681.258789
642      o6   o6_t2_mf_d2  AlexNet_norm1    524.662048        320.548096
643      o6   o6_t2_mf_d2  AlexNet_pool5     58.631618         29.885328
644      o6   o6_t2_rp_d1    AlexNet_fc6      8.098892          5.223913
645      o6   o6_t2_rp_d1    AlexNet_fc7      0.582583          0.475774
646      o6   o6_t2_rp_d1    AlexNet_fc8      1.324333          1.269410
647      o6   o6_t2_rp_d1  AlexNet_conv4     83.332390         65.153580
648      o6   o6_t2_rp_d1   AlexNet_prob      0.000097          0.000169
649      o6   o6_t2_rp_d1  AlexNet_conv3    257.303070        197.819885
650      o6   o6_t2_rp_d1  AlexNet_conv2    305.059570        271.609406
651      o6   o6_t2_rp_d1  AlexNet_conv1   4958.197266       4264.351562
652      o6   o6_t2_rp_d1  AlexNet_conv5     17.286015         12.938003
653      o6   o6_t2_rp_d1  AlexNet_norm2    418.110291        330.011566
654      o6   o6_t2_rp_d1  AlexNet_pool2    855.383484        667.653931
655      o6   o6_t2_rp_d1  AlexNet_pool1  16565.304688      11696.160156
656      o6   o6_t2_rp_d1  AlexNet_norm1    430.707062        369.495056
657      o6   o6_t2_rp_d1  AlexNet_pool5     64.386154         39.685791
658      o6   o6_t2_rp_d2    AlexNet_fc6      1.295396          9.007154
659      o6   o6_t2_rp_d2    AlexNet_fc7      0.104673          0.830761
660      o6   o6_t2_rp_d2    AlexNet_fc8      0.190260          2.318197
661      o6   o6_t2_rp_d2  AlexNet_conv4     13.474346        105.665123
662      o6   o6_t2_rp_d2   AlexNet_prob      0.000015          0.000183
663      o6   o6_t2_rp_d2  AlexNet_conv3     37.406101        336.575073
664      o6   o6_t2_rp_d2  AlexNet_conv2     56.970619        413.320648
665      o6   o6_t2_rp_d2  AlexNet_conv1    903.484558       5753.075684
666      o6   o6_t2_rp_d2  AlexNet_conv5      2.797344         20.681704
667      o6   o6_t2_rp_d2  AlexNet_norm2     71.726181        577.308044
668      o6   o6_t2_rp_d2  AlexNet_pool2    137.070190       1150.501343
669      o6   o6_t2_rp_d2  AlexNet_pool1   2044.740112      19162.671875
670      o6   o6_t2_rp_d2  AlexNet_norm1     88.988739        582.976257
671      o6   o6_t2_rp_d2  AlexNet_pool5      8.560277         71.948502
672      o7   o7_t1_cs_d1    AlexNet_fc6      6.924083          6.303567
673      o7   o7_t1_cs_d1    AlexNet_fc7      0.407051          0.471376
674      o7   o7_t1_cs_d1    AlexNet_fc8      0.710807          0.923308
675      o7   o7_t1_cs_d1  AlexNet_conv4    110.777908        120.796043
676      o7   o7_t1_cs_d1   AlexNet_prob      0.000188          0.000277
677      o7   o7_t1_cs_d1  AlexNet_conv3    344.336273        414.659271
678      o7   o7_t1_cs_d1  AlexNet_conv2    449.386047        504.644714
679      o7   o7_t1_cs_d1  AlexNet_conv1   7378.399902       7622.727051
680      o7   o7_t1_cs_d1  AlexNet_conv5     21.398384         20.985613
681      o7   o7_t1_cs_d1  AlexNet_norm2    578.182861        702.969971
682      o7   o7_t1_cs_d1  AlexNet_pool2   1143.855469       1432.406616
683      o7   o7_t1_cs_d1  AlexNet_pool1  23866.589844      24882.253906
684      o7   o7_t1_cs_d1  AlexNet_norm1    668.850830        734.836121
685      o7   o7_t1_cs_d1  AlexNet_pool5     57.664700         64.860046
686      o7   o7_t1_cs_d2    AlexNet_fc6      5.048808          8.040310
687      o7   o7_t1_cs_d2    AlexNet_fc7      0.397947          0.822015
688      o7   o7_t1_cs_d2    AlexNet_fc8      0.786300          2.434903
689      o7   o7_t1_cs_d2  AlexNet_conv4     78.100929         88.685379
690      o7   o7_t1_cs_d2   AlexNet_prob      0.000007          0.000352
691      o7   o7_t1_cs_d2  AlexNet_conv3    256.742889        296.365906
692      o7   o7_t1_cs_d2  AlexNet_conv2    342.891632        375.354126
693      o7   o7_t1_cs_d2  AlexNet_conv1   6250.751465       6116.044434
694      o7   o7_t1_cs_d2  AlexNet_conv5     14.728549         16.522984
695      o7   o7_t1_cs_d2  AlexNet_norm2    416.015961        479.132812
696      o7   o7_t1_cs_d2  AlexNet_pool2    828.260620        952.214783
697      o7   o7_t1_cs_d2  AlexNet_pool1  19440.755859      19732.464844
698      o7   o7_t1_cs_d2  AlexNet_norm1    465.244843        526.491028
699      o7   o7_t1_cs_d2  AlexNet_pool5     44.350651         53.911095
700      o7   o7_t2_ap_d1    AlexNet_fc6      8.051869          7.616697
701      o7   o7_t2_ap_d1    AlexNet_fc7      0.547419          0.795651
702      o7   o7_t2_ap_d1    AlexNet_fc8      1.169093          2.984332
703      o7   o7_t2_ap_d1  AlexNet_conv4    110.380760        103.581764
704      o7   o7_t2_ap_d1   AlexNet_prob      0.000033          0.000173
705      o7   o7_t2_ap_d1  AlexNet_conv3    354.404816        358.613190
706      o7   o7_t2_ap_d1  AlexNet_conv2    417.021729        428.454132
707      o7   o7_t2_ap_d1  AlexNet_conv1   6646.752930       6479.591797
708      o7   o7_t2_ap_d1  AlexNet_conv5     21.522541         17.702900
709      o7   o7_t2_ap_d1  AlexNet_norm2    572.819885        588.355713
710      o7   o7_t2_ap_d1  AlexNet_pool2   1133.618042       1173.496094
711      o7   o7_t2_ap_d1  AlexNet_pool1  21343.105469      20697.240234
712      o7   o7_t2_ap_d1  AlexNet_norm1    601.014160        591.863281
713      o7   o7_t2_ap_d1  AlexNet_pool5     62.381119         58.044353
714      o7   o7_t2_ap_d2    AlexNet_fc6      4.045324          5.199201
715      o7   o7_t2_ap_d2    AlexNet_fc7      0.233527          0.374387
716      o7   o7_t2_ap_d2    AlexNet_fc8      0.347493          0.709260
717      o7   o7_t2_ap_d2  AlexNet_conv4     83.653610        108.124512
718      o7   o7_t2_ap_d2   AlexNet_prob      0.000046          0.000117
719      o7   o7_t2_ap_d2  AlexNet_conv3    265.312775        373.690552
720      o7   o7_t2_ap_d2  AlexNet_conv2    375.618927        443.971710
721      o7   o7_t2_ap_d2  AlexNet_conv1   7030.852539       7270.004395
722      o7   o7_t2_ap_d2  AlexNet_conv5     15.452165         19.132648
723      o7   o7_t2_ap_d2  AlexNet_norm2    443.465881        630.770264
724      o7   o7_t2_ap_d2  AlexNet_pool2    884.576660       1270.713623
725      o7   o7_t2_ap_d2  AlexNet_pool1  19761.865234      23475.138672
726      o7   o7_t2_ap_d2  AlexNet_norm1    531.851318        658.641418
727      o7   o7_t2_ap_d2  AlexNet_pool5     39.761799         59.528763
728      o7   o7_t2_mf_d1    AlexNet_fc6      7.698552          5.453423
729      o7   o7_t2_mf_d1    AlexNet_fc7      0.565305          0.403445
730      o7   o7_t2_mf_d1    AlexNet_fc8      0.922354          0.652423
731      o7   o7_t2_mf_d1  AlexNet_conv4    104.542511         71.585846
732      o7   o7_t2_mf_d1   AlexNet_prob      0.000015          0.000012
733      o7   o7_t2_mf_d1  AlexNet_conv3    350.825104        240.823532
734      o7   o7_t2_mf_d1  AlexNet_conv2    384.943207        304.510895
735      o7   o7_t2_mf_d1  AlexNet_conv1   6568.240723       5158.736328
736      o7   o7_t2_mf_d1  AlexNet_conv5     18.317019         13.009047
737      o7   o7_t2_mf_d1  AlexNet_norm2    578.059692        400.271820
738      o7   o7_t2_mf_d1  AlexNet_pool2   1153.452271        814.870300
739      o7   o7_t2_mf_d1  AlexNet_pool1  20307.814453      14350.568359
740      o7   o7_t2_mf_d1  AlexNet_norm1    562.374573        426.327454
741      o7   o7_t2_mf_d1  AlexNet_pool5     65.413788         44.214291
742      o7   o7_t2_mf_d2    AlexNet_fc6      5.842754          4.446692
743      o7   o7_t2_mf_d2    AlexNet_fc7      0.387696          0.437889
