      Target    Comparison          Layer      Distance
147       o1   o1_t1_cs_d2  AlexNet_conv1   5439.019043
148       o1   o1_t1_cs_d2  AlexNet_conv5      8.977133
149       o1   o1_t1_cs_d2  AlexNet_norm2    290.881134
150       o1   o1_t1_cs_d2  AlexNet_pool2    561.220398
151       o1   o1_t1_cs_d2  AlexNet_pool1  11142.672852
152       o1   o1_t1_cs_d2  AlexNet_norm1    368.532684
153       o1   o1_t1_cs_d2  AlexNet_pool5     25.890465
154       o1   o2_t1_cs_d2    AlexNet_fc6      7.712507
155       o1   o2_t1_cs_d2    AlexNet_fc7      0.532148
156       o1   o2_t1_cs_d2    AlexNet_fc8      1.018145
157       o1   o2_t1_cs_d2  AlexNet_conv4    130.069229
158       o1   o2_t1_cs_d2   AlexNet_prob      0.000060
159       o1   o2_t1_cs_d2  AlexNet_conv3    391.495758
160       o1   o2_t1_cs_d2  AlexNet_conv2    477.342926
161       o1   o2_t1_cs_d2  AlexNet_conv1   8722.361328
162       o1   o2_t1_cs_d2  AlexNet_conv5     22.000223
163       o1   o2_t1_cs_d2  AlexNet_norm2    631.077026
164       o1   o2_t1_cs_d2  AlexNet_pool2   1222.229980
165       o1   o2_t1_cs_d2  AlexNet_pool1  27559.324219
166       o1   o2_t1_cs_d2  AlexNet_norm1    696.865173
167       o1   o2_t1_cs_d2  AlexNet_pool5     60.753723
168       o1   o3_t1_cs_d2    AlexNet_fc6      9.362598
169       o1   o3_t1_cs_d2    AlexNet_fc7      0.631129
170       o1   o3_t1_cs_d2    AlexNet_fc8      1.076577
171       o1   o3_t1_cs_d2  AlexNet_conv4    118.489304
172       o1   o3_t1_cs_d2   AlexNet_prob      0.000023
173       o1   o3_t1_cs_d2  AlexNet_conv3    376.541107
174       o1   o3_t1_cs_d2  AlexNet_conv2    444.717682
175       o1   o3_t1_cs_d2  AlexNet_conv1   7565.513184
176       o1   o3_t1_cs_d2  AlexNet_conv5     20.875950
177       o1   o3_t1_cs_d2  AlexNet_norm2    628.054199
178       o1   o3_t1_cs_d2  AlexNet_pool2   1211.642090
179       o1   o3_t1_cs_d2  AlexNet_pool1  24565.082031
180       o1   o3_t1_cs_d2  AlexNet_norm1    653.733948
181       o1   o3_t1_cs_d2  AlexNet_pool5     67.085045
182       o1   o4_t1_cs_d2    AlexNet_fc6      7.467234
183       o1   o4_t1_cs_d2    AlexNet_fc7      0.441203
184       o1   o4_t1_cs_d2    AlexNet_fc8      0.630236
185       o1   o4_t1_cs_d2  AlexNet_conv4    121.257835
186       o1   o4_t1_cs_d2   AlexNet_prob      0.000039
187       o1   o4_t1_cs_d2  AlexNet_conv3    410.600189
188       o1   o4_t1_cs_d2  AlexNet_conv2    486.547119
189       o1   o4_t1_cs_d2  AlexNet_conv1   8299.291992
190       o1   o4_t1_cs_d2  AlexNet_conv5     21.593019
191       o1   o4_t1_cs_d2  AlexNet_norm2    672.359802
192       o1   o4_t1_cs_d2  AlexNet_pool2   1357.605713
193       o1   o4_t1_cs_d2  AlexNet_pool1  28042.027344
194       o1   o4_t1_cs_d2  AlexNet_norm1    707.635315
195       o1   o4_t1_cs_d2  AlexNet_pool5     68.307037
196       o1   o5_t1_cs_d2    AlexNet_fc6      9.331755
197       o1   o5_t1_cs_d2    AlexNet_fc7      0.641078
198       o1   o5_t1_cs_d2    AlexNet_fc8      1.228483
199       o1   o5_t1_cs_d2  AlexNet_conv4    144.144012
200       o1   o5_t1_cs_d2   AlexNet_prob      0.000088
201       o1   o5_t1_cs_d2  AlexNet_conv3    474.971069
202       o1   o5_t1_cs_d2  AlexNet_conv2    544.814453
203       o1   o5_t1_cs_d2  AlexNet_conv1   9303.750000
204       o1   o5_t1_cs_d2  AlexNet_conv5     25.089670
205       o1   o5_t1_cs_d2  AlexNet_norm2    751.616882
206       o1   o5_t1_cs_d2  AlexNet_pool2   1472.948730
207       o1   o5_t1_cs_d2  AlexNet_pool1  30032.787109
208       o1   o5_t1_cs_d2  AlexNet_norm1    828.966370
209       o1   o5_t1_cs_d2  AlexNet_pool5     81.286652
210       o1   o6_t1_cs_d2    AlexNet_fc6      8.394827
211       o1   o6_t1_cs_d2    AlexNet_fc7      0.555220
212       o1   o6_t1_cs_d2    AlexNet_fc8      1.099369
213       o1   o6_t1_cs_d2  AlexNet_conv4    139.137207
214       o1   o6_t1_cs_d2   AlexNet_prob      0.000095
215       o1   o6_t1_cs_d2  AlexNet_conv3    434.507111
216       o1   o6_t1_cs_d2  AlexNet_conv2    496.059143
217       o1   o6_t1_cs_d2  AlexNet_conv1   8212.310547
218       o1   o6_t1_cs_d2  AlexNet_conv5     23.825104
219       o1   o6_t1_cs_d2  AlexNet_norm2    741.006165
220       o1   o6_t1_cs_d2  AlexNet_pool2   1440.299561
221       o1   o6_t1_cs_d2  AlexNet_pool1  27058.156250
222       o1   o6_t1_cs_d2  AlexNet_norm1    762.893250
223       o1   o6_t1_cs_d2  AlexNet_pool5     69.569794
224       o1   o7_t1_cs_d2    AlexNet_fc6      8.127659
225       o1   o7_t1_cs_d2    AlexNet_fc7      0.593961
226       o1   o7_t1_cs_d2    AlexNet_fc8      1.052729
227       o1   o7_t1_cs_d2  AlexNet_conv4    111.020103
228       o1   o7_t1_cs_d2   AlexNet_prob      0.000059
229       o1   o7_t1_cs_d2  AlexNet_conv3    355.759308
230       o1   o7_t1_cs_d2  AlexNet_conv2    445.381165
231       o1   o7_t1_cs_d2  AlexNet_conv1   7539.343750
232       o1   o7_t1_cs_d2  AlexNet_conv5     19.172117
233       o1   o7_t1_cs_d2  AlexNet_norm2    602.334656
234       o1   o7_t1_cs_d2  AlexNet_pool2   1176.772461
235       o1   o7_t1_cs_d2  AlexNet_pool1  23077.171875
236       o1   o7_t1_cs_d2  AlexNet_norm1    641.772095
237       o1   o7_t1_cs_d2  AlexNet_pool5     60.007526
238       o1   o8_t1_cs_d2    AlexNet_fc6      8.591143
239       o1   o8_t1_cs_d2    AlexNet_fc7      0.691253
240       o1   o8_t1_cs_d2    AlexNet_fc8      1.875668
